codepoint,strokes,radical_codepoint,radical_strokes
155858,16,31992,6
155859,16,31992,6
155860,16,31992,6
32281,16,31992,6
155861,16,31992,6
32282,16,31992,6
32283,16,31992,6
155862,16,31992,6
32284,16,31992,6
155863,16,31992,6
32285,16,31992,6
155864,16,31992,6
32286,16,31992,6
155865,16,31992,6
32287,16,31992,6
32288,16,31992,6
32289,16,31992,6
17160,16,31992,6
32290,16,31992,6
32291,16,31992,6
155866,16,31992,6
155867,16,31992,6
155868,16,31992,6
155869,16,31992,6
32292,16,31992,6
32293,16,31992,6
155870,16,31992,6
155871,16,31992,6
155872,16,31992,6
155873,16,31992,6
155874,16,31992,6
17161,16,31992,6
155875,16,31992,6
155876,16,31992,6
155877,16,31992,6
155878,16,31992,6
155879,16,31992,6
17162,16,31992,6
155880,16,31992,6
155901,16,31992,6
32297,17,31992,6
32298,17,31992,6
32299,17,31992,6
17164,17,31992,6
17165,17,31992,6
32300,17,31992,6
155913,17,31992,6
32301,17,31992,6
32302,17,31992,6
32303,17,31992,6
17166,17,31992,6
32304,17,31992,6
32305,17,31992,6
155914,17,31992,6
32306,17,31992,6
17167,17,31992,6
32307,17,31992,6
17168,17,31992,6
17169,17,31992,6
32308,17,31992,6
155915,17,31992,6
32309,17,31992,6
155916,17,31992,6
32310,17,31992,6
32311,17,31992,6
155917,17,31992,6
155918,17,31992,6
155919,17,31992,6
32312,17,31992,6
32313,17,31992,6
32314,17,31992,6
32315,17,31992,6
155920,17,31992,6
17170,17,31992,6
32316,17,31992,6
32317,17,31992,6
32318,17,31992,6
155921,17,31992,6
32319,17,31992,6
32320,17,31992,6
32321,17,31992,6
17171,17,31992,6
32322,17,31992,6
32323,17,31992,6
32324,17,31992,6
32325,17,31992,6
32326,17,31992,6
32327,17,31992,6
155922,17,31992,6
155923,17,31992,6
155924,17,31992,6
155925,17,31992,6
155926,17,31992,6
32329,17,31992,6
155927,17,31992,6
17172,17,31992,6
155928,17,31992,6
155929,17,31992,6
155930,17,31992,6
155931,17,31992,6
155932,17,31992,6
155951,17,31992,6
17173,17,31992,6
155952,17,31992,6
32328,18,31992,6
32334,18,31992,6
155964,18,31992,6
155965,18,31992,6
32335,18,31992,6
32336,18,31992,6
155966,18,31992,6
17174,18,31992,6
155967,18,31992,6
32337,18,31992,6
17175,18,31992,6
32338,18,31992,6
155968,18,31992,6
155969,18,31992,6
32339,18,31992,6
32340,18,31992,6
32341,18,31992,6
155970,18,31992,6
155971,18,31992,6
32342,18,31992,6
155972,18,31992,6
155973,18,31992,6
32343,18,31992,6
32344,18,31992,6
32345,18,31992,6
17176,18,31992,6
17177,18,31992,6
32346,18,31992,6
32347,18,31992,6
32348,18,31992,6
155974,18,31992,6
32349,18,31992,6
32350,18,31992,6
32351,18,31992,6
155975,18,31992,6
32352,18,31992,6
32353,18,31992,6
32354,18,31992,6
155976,18,31992,6
17178,18,31992,6
155977,18,31992,6
32355,18,31992,6
155978,18,31992,6
155979,18,31992,6
155980,18,31992,6
155981,18,31992,6
155982,18,31992,6
155983,18,31992,6
32356,18,31992,6
32357,18,31992,6
155984,18,31992,6
155985,18,31992,6
155986,18,31992,6
155987,18,31992,6
155988,18,31992,6
155989,18,31992,6
156006,18,31992,6
32369,18,31992,6
32361,19,31992,6
156021,19,31992,6
32362,19,31992,6
32363,19,31992,6
156022,19,31992,6
32364,19,31992,6
156023,19,31992,6
32365,19,31992,6
156024,19,31992,6
156025,19,31992,6
156026,19,31992,6
17180,19,31992,6
32366,19,31992,6
156027,19,31992,6
156028,19,31992,6
32367,19,31992,6
32368,19,31992,6
17181,19,31992,6
32370,19,31992,6
156029,19,31992,6
156030,19,31992,6
156031,19,31992,6
32371,19,31992,6
32372,19,31992,6
17182,19,31992,6
17183,19,31992,6
32373,19,31992,6
156032,19,31992,6
156033,19,31992,6
156034,19,31992,6
17184,19,31992,6
156035,19,31992,6
32374,19,31992,6
32375,19,31992,6
156036,19,31992,6
17185,19,31992,6
32376,19,31992,6
32377,19,31992,6
17186,19,31992,6
156037,19,31992,6
156038,19,31992,6
156039,19,31992,6
156040,19,31992,6
156041,19,31992,6
32378,19,31992,6
156042,19,31992,6
156043,19,31992,6
156044,19,31992,6
156045,19,31992,6
156056,19,31992,6
156046,19,31992,6
156069,19,31992,6
156060,20,31992,6
156061,20,31992,6
17187,20,31992,6
156062,20,31992,6
32379,20,31992,6
32380,20,31992,6
17188,20,31992,6
32381,20,31992,6
17189,20,31992,6
156063,20,31992,6
17190,20,31992,6
156064,20,31992,6
156065,20,31992,6
156066,20,31992,6
32382,20,31992,6
17191,20,31992,6
32383,20,31992,6
32384,20,31992,6
32385,20,31992,6
32386,20,31992,6
156067,20,31992,6
156070,20,31992,6
156071,20,31992,6
156073,20,31992,6
156074,20,31992,6
156076,20,31992,6
156088,20,31992,6
36782,20,31992,6
156068,21,31992,6
156072,21,31992,6
156075,21,31992,6
32389,21,31992,6
156091,21,31992,6
17192,21,31992,6
32390,21,31992,6
32391,21,31992,6
32392,21,31992,6
156092,21,31992,6
32393,21,31992,6
156093,21,31992,6
156094,21,31992,6
32394,21,31992,6
32395,21,31992,6
156095,21,31992,6
156096,21,31992,6
32396,21,31992,6
17193,21,31992,6
32397,21,31992,6
156097,21,31992,6
32398,21,31992,6
32399,21,31992,6
156099,21,31992,6
156100,21,31992,6
156113,21,31992,6
156101,21,31992,6
156098,22,31992,6
156116,22,31992,6
17194,22,31992,6
17195,22,31992,6
32401,22,31992,6
156117,22,31992,6
17196,22,31992,6
156118,22,31992,6
156119,22,31992,6
156120,22,31992,6
156121,22,31992,6
17197,22,31992,6
156122,22,31992,6
156123,22,31992,6
156124,22,31992,6
156135,23,31992,6
32403,23,31992,6
156136,23,31992,6
156137,23,31992,6
32404,23,31992,6
32405,23,31992,6
32406,23,31992,6
156138,23,31992,6
156139,23,31992,6
156140,23,31992,6
17198,23,31992,6
156141,23,31992,6
17199,24,31992,6
32407,24,31992,6
17200,24,31992,6
156144,24,31992,6
17201,24,31992,6
156145,24,31992,6
17202,24,31992,6
156149,24,31992,6
156151,24,31992,6
156146,24,31992,6
156153,24,31992,6
32408,25,31992,6
156152,25,31992,6
32409,25,31992,6
32410,25,31992,6
32411,25,31992,6
17203,25,31992,6
156154,25,31992,6
17204,25,31992,6
156155,25,31992,6
156156,26,31992,6
156157,26,31992,6
32412,27,31992,6
17205,27,31992,6
156158,27,31992,6
32413,27,31992,6
156163,28,31992,6
156165,29,31992,6
32414,29,31992,6
156167,31,31992,6
32566,6,32566,6
156194,6,32566,6
32568,9,32566,6
17218,9,32566,6
156195,9,32566,6
156196,9,32566,6
156198,10,32566,6
32569,10,32566,6
156199,10,32566,6
156200,10,32566,6
17219,10,32566,6
32570,10,32566,6
32571,11,32566,6
17220,11,32566,6
17221,11,32566,6
17222,11,32566,6
17223,11,32566,6
156201,11,32566,6
156202,11,32566,6
156203,11,32566,6
17224,11,32566,6
17225,11,32566,6
156204,11,32566,6
156205,11,32566,6
17226,12,32566,6
156207,12,32566,6
156208,12,32566,6
156209,12,32566,6
156210,12,32566,6
32574,12,32566,6
32575,12,32566,6
156212,13,32566,6
156213,13,32566,6
156214,13,32566,6
156215,13,32566,6
156216,14,32566,6
156217,14,32566,6
156218,14,32566,6
17227,14,32566,6
156219,14,32566,6
17228,14,32566,6
32577,14,32566,6
156220,14,32566,6
156225,15,32566,6
156226,15,32566,6
156231,15,32566,6
156232,16,32566,6
17229,16,32566,6
156233,16,32566,6
32579,16,32566,6
156238,16,32566,6
32580,17,32566,6
32581,17,32566,6
156239,17,32566,6
156240,17,32566,6
156245,18,32566,6
32583,18,32566,6
156246,18,32566,6
148801,19,32566,6
32586,19,32566,6
156249,19,32566,6
32587,19,32566,6
156250,19,32566,6
156253,20,32566,6
156254,20,32566,6
32588,20,32566,6
156255,21,32566,6
32589,21,32566,6
156256,21,32566,6
32590,22,32566,6
32591,22,32566,6
156258,23,32566,6
17230,23,32566,6
156259,23,32566,6
150241,24,32566,6
32592,24,32566,6
156261,24,32566,6
156263,26,32566,6
156265,31,32566,6
32593,6,32593,6
156269,6,32593,6
156271,7,32593,6
156268,8,32593,6
156270,8,32593,6
156279,9,32593,6
32596,9,32593,6
156280,9,32593,6
17232,9,32593,6
32597,9,32593,6
156281,9,32593,6
156283,9,32593,6
156287,9,32593,6
156285,9,32593,6
156284,9,32593,6
144375,10,32593,6
17234,10,32593,6
156289,10,32593,6
17235,10,32593,6
32600,10,32593,6
156290,10,32593,6
17236,10,32593,6
156300,10,32593,6
156291,10,32593,6
156302,11,32593,6
156303,11,32593,6
156304,11,32593,6
156305,11,32593,6
17237,11,32593,6
156306,11,32593,6
156307,11,32593,6
32603,11,32593,6
156308,11,32593,6
17238,11,32593,6
32604,11,32593,6
32605,11,32593,6
156309,11,32593,6
32606,11,32593,6
32607,11,32593,6
32608,11,32593,6
32609,11,32593,6
156310,11,32593,6
17239,11,32593,6
156311,11,32593,6
156326,11,32593,6
156312,11,32593,6
156323,11,32593,6
156327,11,32593,6
156330,12,32593,6
17240,12,32593,6
156331,12,32593,6
156332,12,32593,6
32611,12,32593,6
156333,12,32593,6
156334,12,32593,6
156347,12,32593,6
156335,12,32593,6
156348,13,32593,6
156349,13,32593,6
17241,13,32593,6
156350,13,32593,6
32613,13,32593,6
17242,13,32593,6
32614,13,32593,6
156351,13,32593,6
156357,14,32593,6
32615,14,32593,6
156358,14,32593,6
17243,14,32593,6
32616,14,32593,6
32617,14,32593,6
156359,14,32593,6
17244,14,32593,6
156360,14,32593,6
32618,14,32593,6
156361,14,32593,6
32619,14,32593,6
32620,14,32593,6
32621,14,32593,6
32622,14,32593,6
17245,14,32593,6
156362,14,32593,6
156363,14,32593,6
156364,14,32593,6
156365,14,32593,6
32626,14,32593,6
32623,15,32593,6
156381,15,32593,6
156382,15,32593,6
32624,15,32593,6
32625,15,32593,6
17247,15,32593,6
156383,15,32593,6
156384,15,32593,6
32627,15,32593,6
156385,15,32593,6
156386,15,32593,6
156387,15,32593,6
156388,15,32593,6
156399,16,32593,6
156400,16,32593,6
32629,16,32593,6
156401,16,32593,6
32630,16,32593,6
32631,16,32593,6
156402,16,32593,6
156403,16,32593,6
156404,16,32593,6
156405,16,32593,6
156413,17,32593,6
156414,17,32593,6
156415,17,32593,6
32633,17,32593,6
156416,17,32593,6
156417,17,32593,6
32634,17,32593,6
32635,17,32593,6
156418,17,32593,6
17249,17,32593,6
156419,17,32593,6
156420,17,32593,6
156421,17,32593,6
156422,17,32593,6
156434,18,32593,6
17250,18,32593,6
32637,18,32593,6
156435,18,32593,6
156436,18,32593,6
32638,18,32593,6
156437,18,32593,6
32639,18,32593,6
156438,18,32593,6
156439,18,32593,6
156442,18,32593,6
163269,18,32593,6
156447,19,32593,6
156448,19,32593,6
156449,19,32593,6
17251,19,32593,6
156450,19,32593,6
32642,19,32593,6
156451,19,32593,6
156452,19,32593,6
156454,19,32593,6
160816,19,32593,6
17252,20,32593,6
156458,20,32593,6
32643,20,32593,6
32644,20,32593,6
156459,20,32593,6
32645,20,32593,6
32646,20,32593,6
156460,20,32593,6
156461,20,32593,6
156462,20,32593,6
156469,21,32593,6
156470,21,32593,6
156471,21,32593,6
156474,21,32593,6
156472,21,32593,6
156475,22,32593,6
17253,22,32593,6
156476,22,32593,6
32647,23,32593,6
17254,25,32593,6
156478,25,32593,6
156479,25,32593,6
156480,25,32593,6
32648,25,32593,6
156481,25,32593,6
156485,25,32593,6
32649,25,32593,6
156486,27,32593,6
156487,28,32593,6
156488,29,32593,6
32650,6,32650,6
156491,6,32650,6
156492,6,32650,6
32651,7,32650,6
32652,8,32650,6
156494,8,32650,6
156495,8,32650,6
156496,8,32650,6
156498,9,32650,6
32653,9,32650,6
32654,9,32650,6
32655,9,32650,6
32656,9,32650,6
156499,9,32650,6
156500,9,32650,6
156501,9,32650,6
32658,10,32650,6
32659,10,32650,6
156503,10,32650,6
156504,10,32650,6
17255,10,32650,6
17256,10,32650,6
156505,10,32650,6
32660,10,32650,6
156506,10,32650,6
156507,10,32650,6
32662,10,32650,6
156508,10,32650,6
156509,10,32650,6
156510,10,32650,6
32663,10,32650,6
32664,10,32650,6
17257,10,32650,6
156511,10,32650,6
32661,11,32650,6
17258,11,32650,6
17259,11,32650,6
156517,11,32650,6
17260,11,32650,6
156518,11,32650,6
32666,11,32650,6
156519,11,32650,6
156520,11,32650,6
32667,11,32650,6
32668,11,32650,6
156521,11,32650,6
32669,11,32650,6
32670,11,32650,6
156522,11,32650,6
156523,11,32650,6
156524,11,32650,6
17261,11,32650,6
156535,11,32650,6
156529,11,32650,6
156525,11,32650,6
156532,11,32650,6
156533,11,32650,6
17262,12,32650,6
32672,12,32650,6
156537,12,32650,6
17263,12,32650,6
156538,12,32650,6
17264,12,32650,6
156539,12,32650,6
156540,12,32650,6
156541,12,32650,6
156542,12,32650,6
156543,12,32650,6
156544,12,32650,6
32673,12,32650,6
156547,12,32650,6
32674,12,32650,6
156548,12,32650,6
32675,13,32650,6
32676,13,32650,6
32677,13,32650,6
32678,13,32650,6
32679,13,32650,6
156550,13,32650,6
32680,13,32650,6
32681,13,32650,6
156551,13,32650,6
17265,13,32650,6
156552,13,32650,6
156553,13,32650,6
156554,13,32650,6
156555,13,32650,6
156556,13,32650,6
156562,13,32650,6
156557,13,32650,6
156558,13,32650,6
17266,14,32650,6
32683,14,32650,6
17267,14,32650,6
17268,14,32650,6
156567,14,32650,6
156568,14,32650,6
17269,14,32650,6
17270,14,32650,6
156569,14,32650,6
156570,14,32650,6
156574,14,32650,6
156578,15,32650,6
156579,15,32650,6
32684,15,32650,6
156580,15,32650,6
17271,15,32650,6
156581,15,32650,6
32685,15,32650,6
156582,15,32650,6
156583,15,32650,6
32686,15,32650,6
32687,15,32650,6
156584,15,32650,6
156585,15,32650,6
156589,15,32650,6
17272,16,32650,6
17273,16,32650,6
156591,16,32650,6
32689,16,32650,6
156592,16,32650,6
156593,16,32650,6
156598,16,32650,6
156594,16,32650,6
156597,16,32650,6
156596,16,32650,6
32690,16,32650,6
156599,17,32650,6
156600,17,32650,6
156601,17,32650,6
17274,17,32650,6
156602,17,32650,6
156603,17,32650,6
156604,17,32650,6
156611,17,32650,6
156608,17,32650,6
156610,17,32650,6
156457,18,32650,6
32691,18,32650,6
156613,18,32650,6
17275,18,32650,6
32692,18,32650,6
156614,18,32650,6
156615,18,32650,6
156616,18,32650,6
156617,18,32650,6
32693,18,32650,6
156618,18,32650,6
17276,18,32650,6
156619,18,32650,6
156620,18,32650,6
156628,18,32650,6
156621,18,32650,6
156629,19,32650,6
156630,19,32650,6
32694,19,32650,6
156631,19,32650,6
32695,19,32650,6
32696,19,32650,6
32697,19,32650,6
156632,19,32650,6
156633,19,32650,6
32698,20,32650,6
156636,20,32650,6
156640,20,32650,6
156639,20,32650,6
156637,20,32650,6
135510,21,32650,6
156642,21,32650,6
32699,21,32650,6
32700,21,32650,6
156643,21,32650,6
156645,21,32650,6
156644,21,32650,6
156646,21,32650,6
156647,21,32650,6
156648,22,32650,6
17277,22,32650,6
156649,22,32650,6
156650,23,32650,6
156651,23,32650,6
156652,24,32650,6
156653,25,32650,6
156654,26,32650,6
144158,27,32650,6
156655,27,32650,6
156657,30,32650,6
156656,30,32650,6
32701,6,32701,6
156659,7,32701,6
156660,9,32701,6
156661,9,32701,6
156662,9,32701,6
156663,9,32701,6
156664,9,32701,6
156665,9,32701,6
156666,9,32701,6
32702,9,32701,6
32703,9,32701,6
156667,9,32701,6
156668,9,32701,6
156674,10,32701,6
156675,10,32701,6
156676,10,32701,6
17278,10,32701,6
156677,10,32701,6
32704,10,32701,6
156678,10,32701,6
156679,10,32701,6
32705,10,32701,6
32706,10,32701,6
156680,10,32701,6
17279,10,32701,6
32707,10,32701,6
156681,10,32701,6
32708,10,32701,6
32709,10,32701,6
156682,10,32701,6
156683,10,32701,6
156684,10,32701,6
156685,10,32701,6
156686,10,32701,6
32710,10,32701,6
32711,11,32701,6
32712,11,32701,6
17280,11,32701,6
156693,11,32701,6
32713,11,32701,6
32714,11,32701,6
32715,11,32701,6
32716,11,32701,6
17281,11,32701,6
17282,11,32701,6
17283,11,32701,6
32717,11,32701,6
32718,11,32701,6
17284,11,32701,6
32719,11,32701,6
32720,11,32701,6
32721,11,32701,6
156694,11,32701,6
17285,11,32701,6
32722,11,32701,6
156695,11,32701,6
156696,11,32701,6
156697,11,32701,6
17286,11,32701,6
156698,11,32701,6
156699,11,32701,6
156705,11,32701,6
156700,11,32701,6
156707,12,32701,6
156708,12,32701,6
156709,12,32701,6
17287,12,32701,6
17288,12,32701,6
17289,12,32701,6
32723,12,32701,6
17290,12,32701,6
156710,12,32701,6
32724,12,32701,6
156711,12,32701,6
32725,12,32701,6
32726,12,32701,6
32727,12,32701,6
156712,12,32701,6
156713,12,32701,6
156714,12,32701,6
156715,12,32701,6
156716,12,32701,6
156717,12,32701,6
156718,12,32701,6
156719,12,32701,6
156720,12,32701,6
156721,12,32701,6
156722,12,32701,6
156723,12,32701,6
156727,12,32701,6
32757,12,32701,6
17291,13,32701,6
17292,13,32701,6
156728,13,32701,6
156729,13,32701,6
17293,13,32701,6
32731,13,32701,6
156730,13,32701,6
156731,13,32701,6
156732,13,32701,6
17294,13,32701,6
156733,13,32701,6
156734,13,32701,6
32732,13,32701,6
156735,13,32701,6
156736,13,32701,6
32733,13,32701,6
17295,14,32701,6
17296,14,32701,6
17297,14,32701,6
156743,14,32701,6
32734,14,32701,6
156744,14,32701,6
32735,14,32701,6
156745,14,32701,6
156746,14,32701,6
156747,14,32701,6
32736,14,32701,6
32737,14,32701,6
17298,14,32701,6
32738,14,32701,6
156748,14,32701,6
156749,14,32701,6
156750,14,32701,6
32739,14,32701,6
156751,14,32701,6
32740,14,32701,6
156752,14,32701,6
156753,14,32701,6
156760,15,32701,6
32741,15,32701,6
156761,15,32701,6
156762,15,32701,6
156763,15,32701,6
156764,15,32701,6
32742,15,32701,6
32743,15,32701,6
156765,15,32701,6
156766,15,32701,6
156767,15,32701,6
156768,15,32701,6
32744,15,32701,6
32745,15,32701,6
156769,15,32701,6
32746,15,32701,6
156770,15,32701,6
32747,15,32701,6
156771,15,32701,6
32748,15,32701,6
32749,15,32701,6
156772,15,32701,6
156773,15,32701,6
156774,15,32701,6
156775,15,32701,6
156776,15,32701,6
156777,15,32701,6
156778,15,32701,6
156795,15,32701,6
156784,16,32701,6
156785,16,32701,6
17300,16,32701,6
156786,16,32701,6
156787,16,32701,6
32750,16,32701,6
17301,16,32701,6
32751,16,32701,6
156788,16,32701,6
32752,16,32701,6
156789,16,32701,6
156790,16,32701,6
156792,16,32701,6
156793,16,32701,6
156794,16,32701,6
156796,16,32701,6
156797,16,32701,6
156798,16,32701,6
156830,16,32701,6
156803,17,32701,6
156804,17,32701,6
156805,17,32701,6
32754,17,32701,6
32755,17,32701,6
32756,17,32701,6
156806,17,32701,6
156807,17,32701,6
156808,17,32701,6
156810,17,32701,6
32759,18,32701,6
17302,18,32701,6
156813,18,32701,6
156814,18,32701,6
32760,18,32701,6
156815,18,32701,6
32761,18,32701,6
32762,18,32701,6
156816,18,32701,6
17303,18,32701,6
32763,18,32701,6
156817,18,32701,6
17304,18,32701,6
32764,18,32701,6
156818,18,32701,6
156819,18,32701,6
156820,18,32701,6
156821,18,32701,6
156822,18,32701,6
156831,18,32701,6
156828,19,32701,6
156829,19,32701,6
32765,19,32701,6
32766,19,32701,6
17305,20,32701,6
32767,20,32701,6
32768,20,32701,6
156834,20,32701,6
156835,20,32701,6
156842,20,32701,6
156843,20,32701,6
17306,21,32701,6
156838,21,32701,6
156840,21,32701,6
156841,21,32701,6
156839,22,32701,6
156846,22,32701,6
156845,22,32701,6
156848,24,32701,6
32769,6,32769,6
32771,6,32769,6
156849,8,32769,6
156850,8,32769,6
156852,9,32769,6
156854,10,32769,6
32772,10,32769,6
32773,10,32769,6
32774,10,32769,6
156855,10,32769,6
156856,10,32769,6
156858,11,32769,6
156859,11,32769,6
32775,11,32769,6
32776,11,32769,6
156862,11,32769,6
17308,12,32769,6
32778,12,32769,6
32779,12,32769,6
17309,12,32769,6
156864,12,32769,6
156866,15,32769,6
156868,16,32769,6
156867,18,32769,6
156872,18,32769,6
159585,19,32769,6
156875,24,32769,6
156877,27,32769,6
156880,5,32780,6
32780,6,32780,6
156878,8,32780,6
156879,8,32780,6
32781,9,32780,6
17311,9,32780,6
32782,9,32780,6
32783,9,32780,6
32784,9,32780,6
32785,9,32780,6
17312,9,32780,6
17313,10,32780,6
156882,10,32780,6
156883,11,32780,6
156885,12,32780,6
156884,12,32780,6
156886,13,32780,6
156887,14,32780,6
156888,15,32780,6
156889,15,32780,6
156890,15,32780,6
156893,16,32780,6
156894,16,32780,6
156895,17,32780,6
156896,17,32780,6
156898,22,32780,6
32786,6,32786,6
156900,6,32786,6
32787,8,32786,6
156901,8,32786,6
32788,9,32786,6
156904,9,32786,6
17314,9,32786,6
156906,9,32786,6
32789,10,32786,6
32790,10,32786,6
32791,10,32786,6
32792,10,32786,6
32793,10,32786,6
156908,11,32786,6
32794,11,32786,6
32795,11,32786,6
32796,11,32786,6
17315,11,32786,6
32797,11,32786,6
32798,11,32786,6
32799,11,32786,6
156911,12,32786,6
32800,12,32786,6
156912,12,32786,6
156913,12,32786,6
156915,12,32786,6
32801,13,32786,6
17316,13,32786,6
156916,13,32786,6
156917,13,32786,6
156919,14,32786,6
156920,14,32786,6
17318,14,32786,6
156921,14,32786,6
17319,14,32786,6
156922,14,32786,6
156923,14,32786,6
32803,14,32786,6
17320,14,32786,6
156924,14,32786,6
17321,14,32786,6
156925,14,32786,6
156926,14,32786,6
17322,14,32786,6
156929,14,32786,6
32804,14,32786,6
17323,15,32786,6
156930,15,32786,6
156931,15,32786,6
156932,15,32786,6
156933,15,32786,6
32806,15,32786,6
156936,15,32786,6
156937,15,32786,6
156934,15,32786,6
156939,16,32786,6
156940,16,32786,6
156941,16,32786,6
156942,16,32786,6
156943,16,32786,6
32808,16,32786,6
32809,16,32786,6
156944,16,32786,6
156945,16,32786,6
156947,17,32786,6
17326,17,32786,6
17327,17,32786,6
32811,17,32786,6
156948,17,32786,6
32812,17,32786,6
156949,17,32786,6
156951,17,32786,6
156952,17,32786,6
156955,18,32786,6
32813,18,32786,6
156956,18,32786,6
32814,18,32786,6
17328,18,32786,6
156957,18,32786,6
156958,18,32786,6
156962,18,32786,6
156960,18,32786,6
156959,19,32786,6
156965,19,32786,6
156968,19,32786,6
156966,19,32786,6
32815,20,32786,6
156969,21,32786,6
17329,21,32786,6
32816,21,32786,6
156970,21,32786,6
32817,22,32786,6
156971,24,32786,6
156972,24,32786,6
156973,25,32786,6
32819,6,32819,6
32820,7,32819,6
156974,7,32819,6
156975,8,32819,6
156976,8,32819,6
156977,8,32819,6
156980,8,32819,6
32821,8,32819,6
156982,8,32819,6
32822,9,32819,6
156983,9,32819,6
156984,9,32819,6
32823,9,32819,6
156985,9,32819,6
17331,10,32819,6
32824,10,32819,6
156988,10,32819,6
17332,10,32819,6
32825,10,32819,6
32826,10,32819,6
32827,10,32819,6
156989,10,32819,6
32828,10,32819,6
156990,10,32819,6
156991,10,32819,6
32829,10,32819,6
32830,10,32819,6
32831,10,32819,6
156992,10,32819,6
156993,10,32819,6
157001,10,32819,6
157004,10,32819,6
157003,10,32819,6
157005,10,32819,6
157007,10,32819,6
157002,10,32819,6
156998,10,32819,6
156999,10,32819,6
157008,11,32819,6
32835,11,32819,6
32836,11,32819,6
157009,11,32819,6
17333,11,32819,6
32837,11,32819,6
32838,11,32819,6
32839,11,32819,6
157010,11,32819,6
32840,11,32819,6
32841,11,32819,6
32842,11,32819,6
157011,11,32819,6
17334,11,32819,6
157012,11,32819,6
157013,11,32819,6
157016,11,32819,6
157015,11,32819,6
157017,11,32819,6
157024,12,32819,6
32846,12,32819,6
32847,12,32819,6
32848,12,32819,6
32849,12,32819,6
32850,12,32819,6
157025,12,32819,6
157026,12,32819,6
157044,12,32819,6
17335,12,32819,6
157041,12,32819,6
32864,12,32819,6
157045,13,32819,6
17336,13,32819,6
32853,13,32819,6
157046,13,32819,6
157047,13,32819,6
32854,13,32819,6
157048,13,32819,6
157049,13,32819,6
32855,13,32819,6
157050,13,32819,6
32856,13,32819,6
17337,13,32819,6
157051,13,32819,6
157052,13,32819,6
157053,13,32819,6
157054,13,32819,6
157055,13,32819,6
157056,13,32819,6
157061,13,32819,6
157062,13,32819,6
17338,14,32819,6
32857,14,32819,6
157064,14,32819,6
157065,14,32819,6
32858,14,32819,6
32859,14,32819,6
157066,14,32819,6
32860,14,32819,6
157067,14,32819,6
17339,14,32819,6
17340,14,32819,6
32861,14,32819,6
157068,14,32819,6
17341,14,32819,6
157069,14,32819,6
32862,14,32819,6
157070,14,32819,6
32863,14,32819,6
157071,14,32819,6
32865,14,32819,6
157072,14,32819,6
154082,15,32819,6
157090,15,32819,6
17343,15,32819,6
157091,15,32819,6
157092,15,32819,6
32868,15,32819,6
157093,15,32819,6
157094,15,32819,6
32869,15,32819,6
157095,15,32819,6
32870,15,32819,6
32871,15,32819,6
157096,15,32819,6
157097,15,32819,6
157098,15,32819,6
17344,15,32819,6
157099,15,32819,6
157113,15,32819,6
157100,15,32819,6
157114,15,32819,6
157112,15,32819,6
157116,16,32819,6
157117,16,32819,6
17345,16,32819,6
17346,16,32819,6
17347,16,32819,6
32876,16,32819,6
157118,16,32819,6
157119,16,32819,6
157120,16,32819,6
157121,16,32819,6
157122,16,32819,6
32877,16,32819,6
157130,16,32819,6
157134,16,32819,6
157123,16,32819,6
157133,16,32819,6
32879,17,32819,6
32880,17,32819,6
157136,17,32819,6
157137,17,32819,6
17348,17,32819,6
157138,17,32819,6
32881,17,32819,6
157139,17,32819,6
17349,17,32819,6
157140,17,32819,6
157141,17,32819,6
17350,17,32819,6
157142,17,32819,6
32882,17,32819,6
32883,17,32819,6
17351,17,32819,6
157145,17,32819,6
157146,17,32819,6
157148,17,32819,6
157143,17,32819,6
157151,18,32819,6
32885,18,32819,6
157152,18,32819,6
157153,18,32819,6
157154,18,32819,6
32886,18,32819,6
157155,18,32819,6
157156,18,32819,6
157157,18,32819,6
32887,18,32819,6
157158,18,32819,6
157159,18,32819,6
157160,18,32819,6
17352,18,32819,6
157161,18,32819,6
157167,18,32819,6
157166,18,32819,6
157171,19,32819,6
157172,19,32819,6
157173,19,32819,6
32888,19,32819,6
157174,19,32819,6
157180,19,32819,6
157179,19,32819,6
157175,19,32819,6
32889,20,32819,6
32890,20,32819,6
157182,20,32819,6
157183,20,32819,6
32891,20,32819,6
17353,20,32819,6
157187,20,32819,6
157193,21,32819,6
157189,21,32819,6
157192,21,32819,6
157194,22,32819,6
32893,22,32819,6
32894,22,32819,6
17354,22,32819,6
157197,23,32819,6
157202,5,32895,6
32895,6,32895,6
157203,8,32895,6
157204,9,32895,6
32897,10,32895,6
32898,10,32895,6
157205,11,32895,6
157208,12,32895,6
32900,13,32895,6
32901,13,32895,6
32902,13,32895,6
17355,13,32895,6
32903,14,32895,6
32904,14,32895,6
157216,15,32895,6
157217,15,32895,6
157219,16,32895,6
157220,17,32895,6
157224,20,32895,6
32905,6,32905,6
32906,7,32905,6
32907,8,32905,6
157225,8,32905,6
32908,8,32905,6
157226,8,32905,6
32909,8,32905,6
17356,8,32905,6
32910,8,32905,6
157227,8,32905,6
157228,8,32905,6
157229,8,32905,6
157232,8,32905,6
157234,8,32905,6
157235,8,32905,6
17357,8,32905,6
17358,9,32905,6
32912,9,32905,6
32913,9,32905,6
32914,9,32905,6
32915,9,32905,6
157236,9,32905,6
32916,9,32905,6
32917,9,32905,6
32918,9,32905,6
157237,9,32905,6
32919,9,32905,6
157238,9,32905,6
