codepoint,strokes,radical_codepoint,radical_strokes
24126,12,24062,3
139501,12,24062,3
139502,12,24062,3
14417,12,24062,3
139503,12,24062,3
24127,12,24062,3
24128,12,24062,3
139504,12,24062,3
24129,12,24062,3
14418,12,24062,3
139505,12,24062,3
139506,12,24062,3
14419,12,24062,3
14420,12,24062,3
14421,12,24062,3
139507,12,24062,3
14422,12,24062,3
24131,12,24062,3
24132,12,24062,3
24133,12,24062,3
24134,12,24062,3
139508,12,24062,3
139509,12,24062,3
24135,12,24062,3
139510,12,24062,3
139511,12,24062,3
139512,12,24062,3
139513,12,24062,3
139514,12,24062,3
139527,12,24062,3
139525,12,24062,3
139520,12,24062,3
139521,12,24062,3
139524,12,24062,3
139526,12,24062,3
139530,13,24062,3
139531,13,24062,3
139532,13,24062,3
139533,13,24062,3
139534,13,24062,3
14423,13,24062,3
14424,13,24062,3
139535,13,24062,3
24138,13,24062,3
24139,13,24062,3
139536,13,24062,3
24140,13,24062,3
24141,13,24062,3
24142,13,24062,3
139537,13,24062,3
24143,13,24062,3
14425,13,24062,3
14426,13,24062,3
139538,13,24062,3
139539,13,24062,3
139540,13,24062,3
139541,13,24062,3
139542,13,24062,3
139543,13,24062,3
139550,13,24062,3
139546,13,24062,3
14427,13,24062,3
139544,13,24062,3
24136,14,24062,3
14428,14,24062,3
139551,14,24062,3
139552,14,24062,3
24145,14,24062,3
139553,14,24062,3
24146,14,24062,3
14429,14,24062,3
139554,14,24062,3
139555,14,24062,3
24147,14,24062,3
139556,14,24062,3
139557,14,24062,3
24148,14,24062,3
24149,14,24062,3
24150,14,24062,3
14430,14,24062,3
14431,14,24062,3
139558,14,24062,3
24151,14,24062,3
24152,14,24062,3
139559,14,24062,3
139564,14,24062,3
139568,14,24062,3
24153,14,24062,3
139569,14,24062,3
139570,14,24062,3
24156,15,24062,3
139571,15,24062,3
139572,15,24062,3
139573,15,24062,3
139574,15,24062,3
139575,15,24062,3
24157,15,24062,3
139576,15,24062,3
14432,15,24062,3
139577,15,24062,3
139578,15,24062,3
24158,15,24062,3
24159,15,24062,3
24160,15,24062,3
139579,15,24062,3
139580,15,24062,3
139581,15,24062,3
24161,15,24062,3
24162,15,24062,3
24163,15,24062,3
139582,15,24062,3
139585,15,24062,3
139593,15,24062,3
139583,15,24062,3
139595,15,24062,3
139584,15,24062,3
139586,15,24062,3
139594,15,24062,3
139591,15,24062,3
139592,15,24062,3
139597,16,24062,3
139598,16,24062,3
24166,16,24062,3
139599,16,24062,3
24167,16,24062,3
24168,16,24062,3
139600,16,24062,3
139601,16,24062,3
139602,16,24062,3
14434,16,24062,3
139603,16,24062,3
24169,16,24062,3
139604,16,24062,3
139614,16,24062,3
139607,16,24062,3
139605,16,24062,3
139612,16,24062,3
139613,16,24062,3
14435,16,24062,3
14437,17,24062,3
139615,17,24062,3
24170,17,24062,3
14438,17,24062,3
139616,17,24062,3
24171,17,24062,3
139617,17,24062,3
24172,17,24062,3
139624,17,24062,3
139620,17,24062,3
139622,17,24062,3
139618,17,24062,3
24173,18,24062,3
24174,18,24062,3
24175,18,24062,3
139625,18,24062,3
139626,18,24062,3
139627,18,24062,3
139629,19,24062,3
139630,19,24062,3
139631,19,24062,3
139632,19,24062,3
24176,19,24062,3
139637,19,24062,3
139633,19,24062,3
139640,20,24062,3
24177,20,24062,3
14439,20,24062,3
14440,20,24062,3
139641,20,24062,3
139643,21,24062,3
139644,21,24062,3
14441,22,24062,3
139648,22,24062,3
139646,22,24062,3
139650,23,24062,3
139651,24,24062,3
139653,24,24062,3
139652,24,24062,3
139654,24,24062,3
139655,27,24062,3
24178,3,24178,3
139657,5,24178,3
24179,5,24178,3
24181,6,24178,3
139658,7,24178,3
139659,7,24178,3
139660,7,24178,3
139661,8,24178,3
24183,8,24178,3
24184,8,24178,3
139662,8,24178,3
139665,9,24178,3
139670,10,24178,3
139675,12,24178,3
139676,12,24178,3
24185,13,24178,3
139678,13,24178,3
139679,13,24178,3
139689,16,24178,3
139686,16,24178,3
24186,3,24186,3
24187,4,24186,3
139696,4,24186,3
139695,4,24186,3
24188,5,24186,3
139698,5,24186,3
139699,5,24186,3
139702,6,24186,3
139703,7,24186,3
139706,7,24186,3
139704,7,24186,3
139707,8,24186,3
139708,8,24186,3
139710,8,24186,3
139709,8,24186,3
139711,9,24186,3
24189,9,24186,3
139720,11,24186,3
139719,11,24186,3
24190,12,24186,3
14443,12,24186,3
131449,13,24186,3
139724,14,24186,3
14445,14,24186,3
139727,14,24186,3
139725,14,24186,3
139729,15,24186,3
139730,15,24186,3
14446,16,24186,3
139734,22,24186,3
24191,3,24191,3
131506,5,24191,3
24192,5,24191,3
24193,5,24191,3
24194,5,24191,3
14447,6,24191,3
139735,6,24191,3
139736,6,24191,3
139737,6,24191,3
14448,6,24191,3
139738,6,24191,3
14449,6,24191,3
139739,6,24191,3
139740,6,24191,3
24196,6,24191,3
139741,6,24191,3
139743,6,24191,3
139744,6,24191,3
139742,6,24191,3
172946,6,24191,3
24199,7,24191,3
24200,7,24191,3
24201,7,24191,3
24202,7,24191,3
139747,7,24191,3
139748,7,24191,3
24203,7,24191,3
24204,7,24191,3
24205,7,24191,3
24206,7,24191,3
139749,7,24191,3
139750,7,24191,3
139751,7,24191,3
14450,7,24191,3
24207,7,24191,3
14451,7,24191,3
139752,7,24191,3
139753,7,24191,3
139754,7,24191,3
139755,7,24191,3
139760,7,24191,3
139759,7,24191,3
24216,7,24191,3
24213,8,24191,3
14452,8,24191,3
14453,8,24191,3
14454,8,24191,3
24214,8,24191,3
24215,8,24191,3
14455,8,24191,3
139762,8,24191,3
14456,8,24191,3
139763,8,24191,3
139764,8,24191,3
139765,8,24191,3
139766,8,24191,3
24217,8,24191,3
139767,8,24191,3
24218,8,24191,3
14457,8,24191,3
14458,8,24191,3
139768,8,24191,3
24219,8,24191,3
24220,8,24191,3
14459,8,24191,3
24221,8,24191,3
139769,8,24191,3
139770,8,24191,3
139771,8,24191,3
139781,8,24191,3
139772,8,24191,3
139780,8,24191,3
139778,8,24191,3
139782,8,24191,3
139779,8,24191,3
139783,9,24191,3
139784,9,24191,3
24224,9,24191,3
14460,9,24191,3
14461,9,24191,3
14462,9,24191,3
139785,9,24191,3
139786,9,24191,3
139787,9,24191,3
24225,9,24191,3
14463,9,24191,3
24226,9,24191,3
24227,9,24191,3
14464,9,24191,3
24228,9,24191,3
24229,9,24191,3
14465,9,24191,3
24230,9,24191,3
14466,9,24191,3
139795,9,24191,3
139799,9,24191,3
139788,9,24191,3
139794,9,24191,3
24231,10,24191,3
139801,10,24191,3
24232,10,24191,3
139802,10,24191,3
139803,10,24191,3
14467,10,24191,3
24233,10,24191,3
139804,10,24191,3
139805,10,24191,3
14468,10,24191,3
24234,10,24191,3
24235,10,24191,3
139806,10,24191,3
139807,10,24191,3
24236,10,24191,3
139808,10,24191,3
139809,10,24191,3
139810,10,24191,3
24237,10,24191,3
24238,10,24191,3
14469,10,24191,3
24239,10,24191,3
139811,10,24191,3
139812,10,24191,3
14470,10,24191,3
139813,10,24191,3
139821,10,24191,3
139814,10,24191,3
139823,10,24191,3
139820,10,24191,3
24240,11,24191,3
139827,11,24191,3
14472,11,24191,3
14473,11,24191,3
139828,11,24191,3
14474,11,24191,3
24241,11,24191,3
139829,11,24191,3
24242,11,24191,3
139830,11,24191,3
24243,11,24191,3
139831,11,24191,3
139832,11,24191,3
139833,11,24191,3
139834,11,24191,3
139835,11,24191,3
139836,11,24191,3
139837,11,24191,3
24244,11,24191,3
14475,11,24191,3
24245,11,24191,3
139838,11,24191,3
139839,11,24191,3
139840,11,24191,3
24246,11,24191,3
139841,11,24191,3
24247,11,24191,3
139842,11,24191,3
24248,11,24191,3
139843,11,24191,3
139844,11,24191,3
24249,11,24191,3
139845,11,24191,3
24250,11,24191,3
139846,11,24191,3
139847,11,24191,3
139866,11,24191,3
139864,11,24191,3
139848,11,24191,3
139861,11,24191,3
139863,11,24191,3
139859,11,24191,3
139857,11,24191,3
139865,11,24191,3
139867,12,24191,3
139868,12,24191,3
24253,12,24191,3
139869,12,24191,3
139870,12,24191,3
24254,12,24191,3
139871,12,24191,3
24255,12,24191,3
139872,12,24191,3
139873,12,24191,3
139874,12,24191,3
14477,12,24191,3
139875,12,24191,3
24256,12,24191,3
139876,12,24191,3
14478,12,24191,3
139877,12,24191,3
24257,12,24191,3
14479,12,24191,3
139878,12,24191,3
139879,12,24191,3
139880,12,24191,3
139881,12,24191,3
24258,12,24191,3
139882,12,24191,3
139883,12,24191,3
139884,12,24191,3
139892,12,24191,3
139894,12,24191,3
139885,12,24191,3
139893,12,24191,3
139898,12,24191,3
24266,12,24191,3
14481,13,24191,3
24261,13,24191,3
139903,13,24191,3
24262,13,24191,3
139904,13,24191,3
139905,13,24191,3
24263,13,24191,3
24264,13,24191,3
24265,13,24191,3
24267,13,24191,3
139906,13,24191,3
139907,13,24191,3
139908,13,24191,3
139909,13,24191,3
139910,13,24191,3
139923,13,24191,3
139920,13,24191,3
139918,13,24191,3
139924,13,24191,3
139922,13,24191,3
139911,13,24191,3
24270,14,24191,3
139925,14,24191,3
139926,14,24191,3
14482,14,24191,3
24271,14,24191,3
24272,14,24191,3
14483,14,24191,3
24273,14,24191,3
14484,14,24191,3
139927,14,24191,3
139928,14,24191,3
24274,14,24191,3
24275,14,24191,3
24276,14,24191,3
24277,14,24191,3
24278,14,24191,3
24279,14,24191,3
24280,14,24191,3
139929,14,24191,3
14485,14,24191,3
139930,14,24191,3
139931,14,24191,3
139932,14,24191,3
139943,14,24191,3
139933,14,24191,3
139944,14,24191,3
14486,15,24191,3
139949,15,24191,3
24281,15,24191,3
24282,15,24191,3
139950,15,24191,3
139951,15,24191,3
139952,15,24191,3
24283,15,24191,3
24284,15,24191,3
139953,15,24191,3
139954,15,24191,3
24285,15,24191,3
24286,15,24191,3
24287,15,24191,3
24288,15,24191,3
24289,15,24191,3
24290,15,24191,3
24291,15,24191,3
14487,15,24191,3
139955,15,24191,3
139956,15,24191,3
139957,15,24191,3
139964,15,24191,3
139963,15,24191,3
139967,15,24191,3
139968,15,24191,3
139970,16,24191,3
139971,16,24191,3
14489,16,24191,3
24293,16,24191,3
14490,16,24191,3
139972,16,24191,3
24294,16,24191,3
24295,16,24191,3
24296,16,24191,3
139973,16,24191,3
14491,16,24191,3
139974,16,24191,3
139975,16,24191,3
24297,16,24191,3
14492,16,24191,3
139985,17,24191,3
139986,17,24191,3
139987,17,24191,3
139994,17,24191,3
139997,17,24191,3
139988,17,24191,3
140001,18,24191,3
24299,18,24191,3
140002,18,24191,3
140006,18,24191,3
140003,18,24191,3
140007,18,24191,3
140013,18,24191,3
132300,19,24191,3
140014,19,24191,3
14493,19,24191,3
24300,19,24191,3
140015,19,24191,3
140016,19,24191,3
140017,19,24191,3
140018,19,24191,3
140025,19,24191,3
139642,20,24191,3
140027,20,24191,3
14494,20,24191,3
24302,20,24191,3
24303,20,24191,3
140028,20,24191,3
140029,20,24191,3
140030,20,24191,3
140034,20,24191,3
140032,20,24191,3
140031,20,24191,3
140036,21,24191,3
24305,21,24191,3
140040,22,24191,3
140041,22,24191,3
24306,22,24191,3
140049,23,24191,3
140045,23,24191,3
140050,24,24191,3
24307,25,24191,3
140051,26,24191,3
140052,27,24191,3
140053,27,24191,3
24308,3,24308,3
24309,6,24308,3
14495,6,24308,3
24310,7,24308,3
24311,7,24308,3
140059,8,24308,3
140061,8,24308,3
24314,9,24308,3
24315,9,24308,3
140070,11,24308,3
140072,12,24308,3
140075,13,24308,3
143969,14,24308,3
156394,15,24308,3
24318,3,24318,3
24319,4,24318,3
140077,4,24318,3
24321,5,24318,3
140079,5,24318,3
140078,5,24318,3
24322,6,24318,3
140080,6,24318,3
140081,6,24318,3
24323,7,24318,3
140083,7,24318,3
24324,7,24318,3
24325,7,24318,3
140090,7,24318,3
140089,7,24318,3
140085,7,24318,3
140088,7,24318,3
158496,7,24318,3
140091,8,24318,3
24326,8,24318,3
140094,8,24318,3
13353,9,24318,3
140084,9,24318,3
140092,9,24318,3
24327,9,24318,3
24328,9,24318,3
140099,9,24318,3
140100,9,24318,3
140103,9,24318,3
140104,9,24318,3
140101,9,24318,3
140102,9,24318,3
140109,10,24318,3
140110,10,24318,3
140111,10,24318,3
140112,10,24318,3
140113,10,24318,3
140114,10,24318,3
140115,10,24318,3
140116,11,24318,3
140117,11,24318,3
140118,11,24318,3
140121,11,24318,3
140119,11,24318,3
140122,12,24318,3
140123,12,24318,3
140124,12,24318,3
140125,12,24318,3
140128,12,24318,3
140126,12,24318,3
140130,13,24318,3
140131,13,24318,3
14497,14,24318,3
140134,14,24318,3
140135,14,24318,3
140139,14,24318,3
140136,14,24318,3
24330,15,24318,3
140140,15,24318,3
140142,16,24318,3
14499,16,24318,3
140143,16,24318,3
140144,16,24318,3
140145,16,24318,3
140146,17,24318,3
140147,17,24318,3
140150,22,24318,3
140152,27,24318,3
140151,27,24318,3
140154,3,24331,3
24331,3,24331,3
24332,4,24331,3
140155,4,24331,3
140156,4,24331,3
24333,5,24331,3
24334,6,24331,3
24335,6,24331,3
140157,6,24331,3
140159,7,24331,3
140160,7,24331,3
140163,7,24331,3
140162,7,24331,3
140161,7,24331,3
140165,8,24331,3
140164,8,24331,3
140166,9,24331,3
14501,9,24331,3
140170,9,24331,3
140169,9,24331,3
140168,9,24331,3
140167,9,24331,3
140171,10,24331,3
140172,10,24331,3
140173,11,24331,3
140174,12,24331,3
24337,12,24331,3
140176,13,24331,3
14502,13,24331,3
145807,13,24331,3
140177,15,24331,3
140178,15,24331,3
140179,16,24331,3
140180,17,24331,3
140181,18,24331,3
140182,21,24331,3
24339,3,24339,3
140183,3,24339,3
140184,3,24339,3
140185,4,24339,3
140186,4,24339,3
24340,4,24339,3
24341,4,24339,3
140188,4,24339,3
140189,4,24339,3
140191,4,24339,3
14503,4,24339,3
24342,4,24339,3
140193,4,24339,3
140194,5,24339,3
140195,5,24339,3
140196,5,24339,3
24343,5,24339,3
24344,5,24339,3
140197,5,24339,3
140198,5,24339,3
140202,5,24339,3
140201,5,24339,3
140200,5,24339,3
140199,5,24339,3
24345,6,24339,3
14504,6,24339,3
140203,6,24339,3
140204,6,24339,3
14505,6,24339,3
24346,6,24339,3
24347,6,24339,3
24348,6,24339,3
140205,6,24339,3
140213,6,24339,3
140212,6,24339,3
140208,6,24339,3
140206,6,24339,3
140215,7,24339,3
14508,7,24339,3
140216,7,24339,3
24349,7,24339,3
140217,7,24339,3
24350,7,24339,3
24351,7,24339,3
140218,7,24339,3
140227,7,24339,3
140229,7,24339,3
140226,7,24339,3
140225,7,24339,3
140219,7,24339,3
140228,7,24339,3
24353,8,24339,3
140230,8,24339,3
14510,8,24339,3
24354,8,24339,3
24355,8,24339,3
140231,8,24339,3
24356,8,24339,3
14511,8,24339,3
24357,8,24339,3
24358,8,24339,3
140232,8,24339,3
14512,8,24339,3
24359,8,24339,3
24360,8,24339,3
140233,8,24339,3
140242,8,24339,3
140243,8,24339,3
140238,8,24339,3
140237,8,24339,3
24361,8,24339,3
131380,9,24339,3
132376,9,24339,3
24363,9,24339,3
24364,9,24339,3
140244,9,24339,3
24365,9,24339,3
24366,9,24339,3
140245,9,24339,3
140246,9,24339,3
140247,9,24339,3
140248,9,24339,3
14514,9,24339,3
14515,9,24339,3
14516,9,24339,3
14517,9,24339,3
140249,9,24339,3
140255,9,24339,3
14518,9,24339,3
140250,9,24339,3
140254,9,24339,3
140252,9,24339,3
140253,9,24339,3
140260,10,24339,3
14520,10,24339,3
24368,10,24339,3
140261,10,24339,3
24369,10,24339,3
24370,10,24339,3
140262,10,24339,3
140263,10,24339,3
140264,10,24339,3
140265,10,24339,3
140268,10,24339,3
140269,10,24339,3
140266,10,24339,3
140270,11,24339,3
14522,11,24339,3
140271,11,24339,3
140272,11,24339,3
140273,11,24339,3
140274,11,24339,3
14523,11,24339,3
140275,11,24339,3
24372,11,24339,3
140276,11,24339,3
140277,11,24339,3
140278,11,24339,3
24373,11,24339,3
24374,11,24339,3
140279,11,24339,3
24375,11,24339,3
14524,11,24339,3
24376,11,24339,3
140284,11,24339,3
140286,11,24339,3
140280,11,24339,3
140285,11,24339,3
24378,12,24339,3
140288,12,24339,3
24379,12,24339,3
140289,12,24339,3
24380,12,24339,3
140290,12,24339,3
14525,12,24339,3
140291,12,24339,3
140292,12,24339,3
14526,12,24339,3
24381,12,24339,3
140293,12,24339,3
140295,12,24339,3
140296,12,24339,3
140294,12,24339,3
140298,13,24339,3
24383,13,24339,3
140299,13,24339,3
14528,13,24339,3
14529,13,24339,3
14530,13,24339,3
24384,13,24339,3
140300,13,24339,3
140304,13,24339,3
140303,13,24339,3
140302,13,24339,3
24387,14,24339,3
140306,14,24339,3
140307,14,24339,3
140308,14,24339,3
14531,14,24339,3
24388,14,24339,3
140309,14,24339,3
140313,14,24339,3
140317,14,24339,3
140310,14,24339,3
140314,14,24339,3
24390,15,24339,3
14532,15,24339,3
24391,15,24339,3
140318,15,24339,3
14533,15,24339,3
140319,15,24339,3
24392,15,24339,3
140320,15,24339,3
24393,15,24339,3
140324,15,24339,3
140321,15,24339,3
140325,16,24339,3
140326,16,24339,3
24394,16,24339,3
140327,16,24339,3
24395,16,24339,3
140328,16,24339,3
140329,16,24339,3
24396,17,24339,3
140332,17,24339,3
140333,17,24339,3
140337,17,24339,3
24397,18,24339,3
140338,18,24339,3
140343,18,24339,3
140339,18,24339,3
140342,18,24339,3
140344,19,24339,3
140346,19,24339,3
140345,19,24339,3
140350,19,24339,3
140348,19,24339,3
150525,19,24339,3
140351,20,24339,3
140352,20,24339,3
140357,20,24339,3
140356,20,24339,3
140353,20,24339,3
140358,21,24339,3
14534,21,24339,3
140359,21,24339,3
140361,21,24339,3
140360,21,24339,3
24398,22,24339,3
140362,22,24339,3
24399,23,24339,3
140364,25,24339,3
24400,3,24400,3
24401,3,24400,3
140367,6,24400,3
140369,6,24400,3
140370,6,24400,3
140371,7,24400,3
14535,8,24400,3
140372,8,24400,3
140373,8,24400,3
24406,9,24400,3
140375,9,24400,3
140376,9,24400,3
140377,9,24400,3
140380,10,24400,3
140381,10,24400,3
24407,11,24400,3
140383,11,24400,3
140384,11,24400,3
24408,12,24400,3
140386,12,24400,3
140388,12,24400,3
140387,12,24400,3
140390,13,24400,3
140391,13,24400,3
24409,13,24400,3
140392,14,24400,3
140394,14,24400,3
140396,14,24400,3
140395,14,24400,3
140398,15,24400,3
140397,15,24400,3
147225,15,24400,3
14536,16,24400,3
140399,16,24400,3
140402,17,24400,3
24413,18,24400,3
140403,18,24400,3
140405,18,24400,3
140406,18,24400,3
140407,19,24400,3
140409,19,24400,3
140408,19,24400,3
140413,22,24400,3
140414,23,24400,3
24416,26,24400,3
140415,26,24400,3
24417,3,24417,3
140416,5,24417,3
140417,5,24417,3
14537,6,24417,3
140419,6,24417,3
140422,6,24417,3
24418,7,24417,3
24419,7,24417,3
24420,7,24417,3
14539,8,24417,3
140425,8,24417,3
14540,8,24417,3
14541,8,24417,3
140429,8,24417,3
140428,8,24417,3
24421,9,24417,3
24423,10,24417,3
140431,10,24417,3
140432,10,24417,3
140434,10,24417,3
140435,10,24417,3
140433,10,24417,3
145778,10,24417,3
140436,11,24417,3
14542,11,24417,3
140437,11,24417,3
24425,11,24417,3
24426,11,24417,3
24427,11,24417,3
24428,11,24417,3
140438,11,24417,3
140439,11,24417,3
140445,11,24417,3
140443,11,24417,3
140444,11,24417,3
140446,12,24417,3
140447,12,24417,3
24429,12,24417,3
140448,12,24417,3
140449,12,24417,3
14544,12,24417,3
14543,12,24417,3
140451,12,24417,3
140452,13,24417,3
24430,13,24417,3
140453,13,24417,3
140454,13,24417,3
140455,13,24417,3
24431,14,24417,3
24432,14,24417,3
14545,14,24417,3
140457,14,24417,3
140458,14,24417,3
24433,15,24417,3
140459,15,24417,3
14546,15,24417,3
140460,15,24417,3
140462,15,24417,3
140463,15,24417,3
140461,15,24417,3
14547,16,24417,3
140467,16,24417,3
140464,16,24417,3
140465,16,24417,3
140466,16,24417,3
140468,17,24417,3
140469,18,24417,3
140471,20,24417,3
24434,22,24417,3
140472,22,24417,3
140473,22,24417,3
24435,3,24435,3
140477,4,24435,3
140478,5,24435,3
14548,5,24435,3
140479,5,24435,3
140480,6,24435,3
24436,6,24435,3
140482,6,24435,3
140483,6,24435,3
24437,6,24435,3
24438,7,24435,3
140484,7,24435,3
140485,7,24435,3
140486,7,24435,3
140487,7,24435,3
24439,7,24435,3
140488,7,24435,3
24440,7,24435,3
140489,7,24435,3
140490,7,24435,3
24441,7,24435,3
24442,7,24435,3
140495,7,24435,3
140496,7,24435,3
140491,7,24435,3
140494,7,24435,3
140498,8,24435,3
140499,8,24435,3
14552,8,24435,3
24444,8,24435,3
140500,8,24435,3
140501,8,24435,3
24445,8,24435,3
24446,8,24435,3
24447,8,24435,3
14553,8,24435,3
24448,8,24435,3
140502,8,24435,3
140503,8,24435,3
24449,8,24435,3
24450,8,24435,3
140504,8,24435,3
140505,8,24435,3
14554,9,24435,3
140508,9,24435,3
140509,9,24435,3
14555,9,24435,3
24453,9,24435,3
14556,9,24435,3
140510,9,24435,3
14557,9,24435,3
140511,9,24435,3
24454,9,24435,3
24455,9,24435,3
140512,9,24435,3
24456,9,24435,3
24457,9,24435,3
24458,9,24435,3
140513,9,24435,3
24459,9,24435,3
24460,9,24435,3
24461,9,24435,3
140514,9,24435,3
14558,9,24435,3
14559,9,24435,3
140515,9,24435,3
140521,9,24435,3
14560,9,24435,3
24462,10,24435,3
140522,10,24435,3
140523,10,24435,3
140524,10,24435,3
24463,10,24435,3
24464,10,24435,3
140525,10,24435,3
140526,10,24435,3
14562,10,24435,3
140527,10,24435,3
140528,10,24435,3
14563,10,24435,3
140529,10,24435,3
24465,10,24435,3
140530,10,24435,3
140531,10,24435,3
24466,10,24435,3
140532,10,24435,3
140533,10,24435,3
140534,10,24435,3
140542,10,24435,3
140543,10,24435,3
140541,10,24435,3
140539,10,24435,3
140535,10,24435,3
140544,10,24435,3
140536,10,24435,3
140545,11,24435,3
140546,11,24435,3
24470,11,24435,3
24471,11,24435,3
14564,11,24435,3
140547,11,24435,3
140548,11,24435,3
24472,11,24435,3
24473,11,24435,3
140549,11,24435,3
140550,11,24435,3
140551,11,24435,3
140552,11,24435,3
140553,11,24435,3
24475,11,24435,3
24476,11,24435,3
140554,11,24435,3
24477,11,24435,3
24478,11,24435,3
24479,11,24435,3
140555,11,24435,3
24480,11,24435,3
140556,11,24435,3
24481,11,24435,3
14565,11,24435,3
14566,11,24435,3
140557,11,24435,3
24482,11,24435,3
140558,11,24435,3
140559,11,24435,3
140560,11,24435,3
140561,11,24435,3
140573,11,24435,3
140568,11,24435,3
140572,11,24435,3
140564,11,24435,3
24483,11,24435,3
24485,12,24435,3
14570,12,24435,3
14571,12,24435,3
24486,12,24435,3
24487,12,24435,3
140575,12,24435,3
140576,12,24435,3
140577,12,24435,3
24488,12,24435,3
140578,12,24435,3
140579,12,24435,3
140580,12,24435,3
14572,12,24435,3
24489,12,24435,3
14573,12,24435,3
140581,12,24435,3
140582,12,24435,3
24490,12,24435,3
140583,12,24435,3
140584,12,24435,3
140585,12,24435,3
140586,12,24435,3
140593,12,24435,3
24491,12,24435,3
140589,12,24435,3
140594,13,24435,3
140595,13,24435,3
14575,13,24435,3
24492,13,24435,3
24493,13,24435,3
140596,13,24435,3
24494,13,24435,3
24495,13,24435,3
140597,13,24435,3
140598,13,24435,3
140599,13,24435,3
140600,13,24435,3
140601,13,24435,3
24496,13,24435,3
140615,13,24435,3
140611,13,24435,3
140622,13,24435,3
140647,13,24435,3
140623,14,24435,3
140624,14,24435,3
140625,14,24435,3
140626,14,24435,3
24497,14,24435,3
24498,14,24435,3
140627,14,24435,3
140628,14,24435,3
14576,14,24435,3
140629,14,24435,3
140630,14,24435,3
14577,14,24435,3
14578,14,24435,3
140631,14,24435,3
140632,14,24435,3
140633,14,24435,3
140634,14,24435,3
140635,14,24435,3
140636,14,24435,3
140637,14,24435,3
140639,14,24435,3
140648,14,24435,3
140638,14,24435,3
140646,14,24435,3
24501,15,24435,3
140650,15,24435,3
140651,15,24435,3
24502,15,24435,3
24503,15,24435,3
24504,15,24435,3
24505,15,24435,3
140652,15,24435,3
140653,15,24435,3
140654,15,24435,3
140655,15,24435,3
140656,15,24435,3
140657,15,24435,3
140663,15,24435,3
140662,15,24435,3
140658,15,24435,3
140665,16,24435,3
24507,16,24435,3
14581,16,24435,3
140666,16,24435,3
14582,16,24435,3
140667,16,24435,3
140668,16,24435,3
24508,16,24435,3
140669,16,24435,3
140675,16,24435,3
140670,16,24435,3
140676,16,24435,3
14583,17,24435,3
24509,17,24435,3
140680,17,24435,3
140681,17,24435,3
140686,17,24435,3
24510,17,24435,3
140682,17,24435,3
140687,18,24435,3
140688,18,24435,3
140689,18,24435,3
140695,18,24435,3
140690,18,24435,3
24511,19,24435,3
140696,19,24435,3
140697,19,24435,3
140698,19,24435,3
140700,19,24435,3
140701,20,24435,3
140702,20,24435,3
140703,20,24435,3
140706,20,24435,3
24512,20,24435,3
24514,21,24435,3
140707,21,24435,3
140708,21,24435,3
140709,22,24435,3
140710,23,24435,3
140711,25,24435,3
140713,3,24515,4
24515,4,24515,4
24517,5,24515,4
140714,5,24515,4
24519,6,24515,4
24520,6,24515,4
140715,6,24515,4
14587,6,24515,4
24521,6,24515,4
140716,6,24515,4
140717,6,24515,4
24522,6,24515,4
24523,7,24515,4
24524,7,24515,4
140722,7,24515,4
24525,7,24515,4
14588,7,24515,4
24526,7,24515,4
24527,7,24515,4
24528,7,24515,4
24529,7,24515,4
24530,7,24515,4
24531,7,24515,4
140723,7,24515,4
24532,7,24515,4
140724,7,24515,4
24533,7,24515,4
24534,7,24515,4
140725,7,24515,4
14589,7,24515,4
140726,7,24515,4
140727,7,24515,4
24535,7,24515,4
140728,7,24515,4
24536,7,24515,4
24537,7,24515,4
140729,7,24515,4
14590,7,24515,4
140730,7,24515,4
24538,7,24515,4
14591,7,24515,4
140735,7,24515,4
140738,7,24515,4
140737,7,24515,4
140731,7,24515,4
140744,7,24515,4
24539,7,24515,4
140740,7,24515,4
140743,7,24515,4
140736,7,24515,4
24541,8,24515,4
14593,8,24515,4
24542,8,24515,4
24543,8,24515,4
140745,8,24515,4
24544,8,24515,4
24545,8,24515,4
24546,8,24515,4
14594,8,24515,4
24547,8,24515,4
24548,8,24515,4
140746,8,24515,4
24549,8,24515,4
24550,8,24515,4
24551,8,24515,4
14595,8,24515,4
140747,8,24515,4
24552,8,24515,4
24553,8,24515,4
24554,8,24515,4
140748,8,24515,4
24555,8,24515,4
14596,8,24515,4
24556,8,24515,4
24557,8,24515,4
140749,8,24515,4
14597,8,24515,4
24558,8,24515,4
14598,8,24515,4
24559,8,24515,4
140750,8,24515,4
140751,8,24515,4
14599,8,24515,4
24560,8,24515,4
24561,8,24515,4
140752,8,24515,4
24562,8,24515,4
140753,8,24515,4
140754,8,24515,4
14600,8,24515,4
24563,8,24515,4
24564,8,24515,4
24565,8,24515,4
24566,8,24515,4
24567,8,24515,4
140755,8,24515,4
14601,8,24515,4
140756,8,24515,4
24568,8,24515,4
140757,8,24515,4
24569,8,24515,4
24570,8,24515,4
24571,8,24515,4
24572,8,24515,4
14602,8,24515,4
24573,8,24515,4
24574,8,24515,4
24575,8,24515,4
140758,8,24515,4
140759,8,24515,4
24576,8,24515,4
140760,8,24515,4
140781,8,24515,4
140783,8,24515,4
140793,8,24515,4
140785,8,24515,4
140779,8,24515,4
140780,8,24515,4
140788,8,24515,4
14603,8,24515,4
140794,8,24515,4
140784,8,24515,4
140786,8,24515,4
140782,8,24515,4
14604,9,24515,4
140799,9,24515,4
